id,bilissel_performans_skoru
3303,4.7500377
3304,5.2400427
3305,5.871052
3306,5.934097
3307,6.4219255
3308,2.3155525
3309,7.4662457
3310,6.638616
3311,8.045371
3312,5.1679525
3313,6.1003203
3314,6.2943425
3315,4.521685
3316,6.876142
3317,7.8748956
3318,1.6793675
3319,8.364317
3320,6.945141
3321,4.2334347
3322,2.21586
3323,8.352233
3324,6.785869
3325,6.5052032
3326,10.232006
3327,7.243719
3328,6.936812
3329,5.169856
3330,6.83274
3331,7.1746416
3332,5.59667
3333,5.7669663
3334,5.0398073
3335,6.3397465
3336,4.3084807
3337,2.7187788
3338,6.537311
3339,4.6395044
3340,7.837853
3341,8.13658
3342,7.2208447
3343,6.2265983
3344,4.5714216
3345,6.732194
3346,6.399767
3347,9.348294
3348,8.252192
3349,7.5330715
3350,8.305005
3351,4.9007406
3352,5.274604
3353,7.2012625
3354,7.1925864
3355,6.4211082
3356,6.896972
3357,8.070819
3358,8.894794
3359,6.065766
3360,6.4044614
3361,8.157551
3362,7.4978223
3363,6.0030947
3364,7.3846993
3365,2.382717
3366,4.932657
3367,5.3517513
3368,7.2902923
3369,5.917181
3370,4.3764434
3371,6.5576763
3372,6.89932
3373,7.638951
3374,6.1053123
3375,5.54681
3376,8.651557
3377,4.254319
3378,6.999739
3379,5.717809
3380,6.5099916
3381,8.164802
3382,3.3098078
3383,6.4847527
3384,6.641221
3385,7.8767953
3386,4.3934593
3387,7.803047
3388,8.894955
3389,7.7087812
3390,8.087887
3391,7.6846848
3392,3.5180087
3393,6.895326
3394,6.9018517
3395,5.423318
3396,4.2930603
3397,9.666472
3398,9.872543
3399,2.3350914
3400,9.566728
3401,6.226304
3402,6.23163
3403,5.582922
3404,6.1304684
3405,5.7078795
3406,7.537939
3407,7.7182703
3408,6.1214185
3409,4.675193
3410,5.0791063
3411,4.9475994
3412,4.1242595
3413,6.4529233
3414,5.7001376
3415,6.634249
3416,5.554948
3417,5.9830694
3418,4.674487
3419,6.382054
3420,5.551671
3421,5.865976
3422,6.9705834
3423,4.4234614
3424,7.447991
3425,5.2172165
3426,9.217145
3427,4.572115
3428,5.5940747
3429,7.2909126
3430,6.1254244
3431,5.835166
3432,2.206434
3433,7.37628
3434,6.589329
3435,6.114569
3436,5.1119285
3437,4.532654
3438,8.564567
3439,4.9999623
3440,5.908894
3441,3.530119
3442,7.5545797
3443,2.576485
3444,5.641302
3445,6.9328723
3446,8.875244
3447,8.017335
3448,5.4081225
3449,5.4200697
3450,5.7984667
3451,9.080444
3452,9.500687
3453,8.845816
3454,3.3704631
3455,4.1714954
3456,4.906905
3457,6.2677064
3458,4.230406
3459,8.498568
3460,1.8795426
3461,5.982619
3462,5.864746
3463,3.951394
3464,7.3977647
3465,5.7022433
3466,6.9589767
3467,4.8560085
3468,4.865784
3469,4.381476
3470,6.089139
3471,4.68682
3472,4.0347157
3473,5.460258
3474,9.20851
3475,4.3798633
3476,2.0928257
3477,4.0514107
3478,5.1453314
3479,7.1062503
3480,6.657032
3481,3.5770195
3482,6.8585825
3483,9.078883
3484,5.1831174
3485,5.8431325
3486,6.106102
3487,5.286265
3488,5.6445804
3489,3.9572709
3490,4.151505
3491,8.070779
3492,8.414933
3493,7.4382615
3494,8.928043
3495,6.200726
3496,8.154232
3497,2.4016244
3498,5.8335385
3499,6.4662905
3500,8.512429
3501,4.6796293
3502,2.3026643
3503,4.402316
3504,3.513913
3505,1.2202563
3506,6.1452866
3507,7.538901
3508,7.1418033
3509,7.38154
3510,4.691101
3511,6.5049915
3512,5.915457
3513,6.008775
3514,6.562677
3515,5.8386726
3516,5.093703
3517,9.245083
3518,1.1318033
3519,6.873613
3520,5.516696
3521,6.4905634
3522,8.911847
3523,4.819233
3524,7.510072
3525,8.985642
3526,3.108784
3527,6.018708
3528,7.6947527
3529,9.619718
3530,8.39999
3531,4.1461086
3532,6.050756
3533,7.291123
3534,6.806858
3535,9.429631
3536,6.1194396
3537,4.265154
3538,7.416105
3539,7.49521
3540,5.671043
3541,6.882778
3542,7.273264
3543,6.016311
3544,8.424316
3545,7.6108775
3546,7.7383614
3547,6.5892863
3548,6.0473013
3549,5.037265
3550,6.368867
3551,8.519137
3552,8.056165
3553,7.925422
3554,5.395852
3555,7.81107
3556,5.7394385
3557,3.0214317
3558,3.186618
3559,5.5090127
3560,4.066641
3561,6.1116447
3562,5.1705775
3563,7.388167
3564,8.325948
3565,5.5069933
3566,5.403546
3567,4.5376983
3568,6.41831
3569,6.6507134
3570,6.073968
3571,6.0532913
3572,2.1063166
3573,8.371379
3574,5.255127
3575,4.8547716
3576,7.9570355
3577,4.2053866
3578,8.370964
3579,5.417088
3580,4.9744744
3581,1.55606
3582,6.110239
3583,5.463093
3584,3.2346342
3585,8.376859
3586,6.4090075
3587,5.255448
3588,5.100193
3589,4.9453983
3590,3.3596964
3591,7.34241
3592,5.755748
3593,8.089096
3594,6.3776407
3595,4.6725545
3596,7.985315
3597,6.4507966
3598,5.542295
3599,6.361604
3600,4.920166
3601,6.417284
3602,3.4481
3603,8.662851
3604,5.4666624
3605,5.620474
3606,1.0024307
3607,4.500444
3608,6.385629
3609,5.6131544
3610,5.1317654
3611,9.16145
3612,6.2262626
3613,4.947294
3614,3.476935
3615,1.4885039
3616,7.8421063
3617,5.956878
3618,7.563282
3619,6.4024606
3620,5.474024
3621,4.3876886
3622,5.9587235
3623,4.4262767
3624,8.631057
3625,6.5905366
3626,8.766079
3627,6.6092243
3628,6.6521907
3629,4.085461
3630,6.0112553
3631,1.4893415
3632,9.41985
3633,6.1784983
3634,5.928857
3635,6.1976438
3636,6.3336344
3637,2.3801966
3638,5.6603346
3639,3.200135
3640,4.086829
3641,3.5141826
3642,3.5611808
3643,7.628806
3644,7.154968
3645,7.148911
3646,3.4790912
3647,6.407007
3648,7.581705
3649,9.622897
3650,8.038263
3651,7.4118943
3652,8.5544815
3653,6.396705
3654,5.706456
3655,8.66871
3656,3.208597
3657,8.674384
3658,5.5971456
3659,4.1682987
3660,7.661442
3661,7.1299763
3662,6.0741343
3663,5.42753
3664,8.498981
3665,4.1055274
3666,7.9054213
3667,6.9815044
3668,7.6583805
3669,4.5699816
3670,3.54173
3671,7.3372703
3672,3.2279978
3673,6.4991264
3674,2.863356
3675,2.1097178
3676,5.6393642
3677,5.045422
3678,5.973739
3679,6.329063
3680,10.166485
3681,5.6197047
3682,9.004942
3683,9.012417
3684,1.1719142
3685,5.4972625
3686,6.993012
3687,6.3887005
3688,3.2021172
3689,6.9687076
3690,5.6539726
3691,7.0187764
3692,7.735567
3693,8.914435
3694,6.574434
3695,7.503293
3696,6.2481203
3697,8.005619
3698,5.213243
3699,5.0848207
3700,2.891273
3701,4.000349
3702,9.351795
3703,3.5195627
3704,7.2672114
3705,7.090427
3706,3.4806385
3707,4.489677
3708,2.4063733
3709,6.179002
3710,6.097185
3711,8.106321
3712,5.665676
3713,3.7188883
3714,5.0050426
3715,7.535434
3716,5.4080205
3717,6.126
3718,6.6957307
3719,7.0422726
3720,7.5777473
3721,8.062681
3722,7.295938
3723,4.328602
3724,8.087246
3725,6.1769824
3726,3.1200328
3727,6.349565
3728,7.2399273
3729,7.1831837
3730,0.2683876
3731,6.6269135
3732,5.0014973
3733,7.136057
3734,6.674038
3735,2.1535316
3736,6.1087303
3737,7.671341
3738,5.629633
3739,8.686923
3740,6.868741
3741,3.4310012
3742,9.010831
3743,4.6025643
3744,5.5515585
3745,4.864967
3746,9.624721
3747,8.159625
3748,6.8068237
3749,7.1560135
3750,2.8571422
3751,3.3238788
3752,6.5228877
3753,3.8425837
3754,3.9998837
3755,6.1343417
3756,3.5550013
3757,7.974026
3758,7.5237484
3759,6.970391
3760,8.868971
3761,6.778616
3762,4.2634006
3763,8.43508
3764,4.610287
3765,8.9599
3766,3.613314
3767,5.7699647
3768,6.1738305
3769,6.080863
3770,3.622775
3771,5.8272195
3772,3.2822604
3773,4.693839
3774,6.1328306
3775,6.7643657
3776,7.497708
3777,1.1012962
3778,5.9417853
3779,3.3648856
3780,3.0038168
3781,4.4603105
3782,5.65885
3783,3.7468338
3784,4.2687006
3785,8.186036
3786,1.6852089
3787,8.43739
3788,4.94506
3789,7.6146293
3790,7.730591
3791,5.027486
3792,9.111611
3793,4.4478755
3794,4.785101
3795,4.6570873
3796,3.8763585
3797,6.508684
3798,3.6776085
3799,6.0058813
3800,5.223971
3801,8.836918
3802,3.8349617
3803,1.3355824
3804,9.011232
3805,1.8449463
3806,8.153019
3807,3.109565
3808,4.0316052
3809,9.186285
3810,4.9419675
3811,7.5808797
3812,6.438667
3813,7.034641
3814,4.797233
3815,6.5619917
3816,5.3905287
3817,6.375476
3818,4.72839
3819,5.5075693
3820,8.267256
3821,4.268567
3822,7.914107
3823,7.0712447
3824,8.706747
3825,7.9369597
3826,4.705332
3827,9.247775
3828,6.3250504
3829,5.8993583
3830,6.811155
3831,8.993894
3832,7.5049043
3833,5.058957
3834,5.6186
3835,8.358739
3836,5.6348863
3837,3.4757352
3838,6.571944
3839,3.8728588
3840,8.79399
3841,7.077744
3842,5.432353
3843,5.741483
3844,4.4994354
3845,8.96601
3846,3.0362709
3847,6.177558
3848,6.817999
3849,4.0255456
3850,9.149216
3851,3.2456915
3852,4.974787
3853,6.0461226
3854,3.4569035
3855,3.828249
3856,5.9095654
3857,7.0483146
3858,9.537364
3859,3.8769608
3860,5.820333
3861,6.774808
3862,2.4204335
3863,4.7765503
3864,7.7855105
3865,6.1603494
3866,5.451319
3867,6.496822
3868,4.5592613
3869,6.0563917
3870,7.0629344
3871,6.332154
3872,6.320283
3873,5.3499355
3874,7.0347743
3875,6.266803
3876,7.9628935
3877,6.7378826
3878,7.0179915
3879,1.9009573
3880,6.788531
3881,5.125349
3882,6.999189
3883,8.226901
3884,7.800151
3885,4.1992598
3886,2.5052865
3887,2.4718127
3888,7.758954
3889,6.445794
3890,9.296108
3891,6.8901954
3892,3.2131212
3893,3.2717807
3894,7.1746335
3895,5.580743
3896,5.6798377
3897,3.2919116
3898,6.2011685
3899,1.7190322
3900,5.207217
3901,6.825144
3902,8.258395
3903,8.621353
3904,5.8706307
3905,7.180723
3906,1.3797185
3907,8.711442
3908,3.7064295
3909,1.0242996
3910,7.831018
3911,6.9572773
3912,3.8780773
3913,4.9670353
3914,5.074618
3915,5.883447
3916,9.219602
3917,2.1687799
3918,6.3336954
3919,6.2251706
3920,0.23954338
3921,5.9409328
3922,3.1923454
3923,6.7477584
3924,5.8599434
3925,8.02299
3926,6.422612
3927,3.0675693
3928,6.5225215
3929,2.176091
3930,5.950231
3931,4.4868665
3932,3.2301402
3933,5.4275036
3934,1.4591987
3935,4.835697
3936,7.352139
3937,5.112556
3938,4.2631984
3939,4.6244335
3940,7.3752017
3941,3.5249276
3942,3.9304645
3943,6.1311455
3944,4.9356503
3945,4.1814337
3946,5.813285
3947,8.122909
3948,8.428907
3949,3.6573682
3950,2.189263
3951,5.99101
3952,3.5024123
3953,6.6031766
3954,5.9920707
3955,7.257872
3956,5.4923015
3957,5.3560653
3958,4.5990953
3959,8.215596
3960,7.5674353
3961,3.7896729
3962,7.4399285
3963,4.6073165
3964,3.8131547
3965,6.6633677
3966,5.643624
3967,5.1175756
3968,6.7972474
3969,1.5620552
3970,9.344731
3971,8.46884
3972,6.30717
3973,3.6250756
3974,9.23729
3975,4.8873487
3976,8.537022
3977,6.191241
3978,2.8888173
3979,7.2160387
3980,5.3167305
3981,7.954837
3982,9.860465
3983,6.818454
3984,3.5017028
3985,9.487163
3986,5.4986343
3987,5.3220444
3988,7.108424
3989,7.2593436
3990,6.1220016
3991,1.976307
3992,5.306852
3993,7.751885
3994,4.1368113
3995,4.0864716
3996,8.692691
3997,7.6524997
3998,5.7848577
3999,5.62135
4000,4.9821234
4001,6.024285
4002,3.8229907
4003,4.5559125
4004,5.355738
4005,5.260447
4006,7.1597037
4007,5.040093
4008,8.70493
4009,7.1631813
4010,5.546875
4011,6.7505713
4012,2.3502421
4013,3.082318
4014,3.730914
4015,4.9481516
4016,4.093468
4017,3.2910085
4018,6.637429
4019,5.704328
4020,9.165301
4021,1.9722579
4022,8.389118
4023,5.671329
4024,6.660539
4025,1.7646824
4026,7.383595
4027,8.167434
4028,5.9035883
4029,7.3807015
4030,5.959536
4031,7.7570786
4032,5.2179813
4033,8.745766
4034,6.666174
4035,6.2062793
4036,9.773774
4037,6.8528304
4038,5.4056435
4039,4.547279
4040,3.102069
4041,8.062919
4042,7.1691046
4043,8.134087
4044,6.725236
4045,8.091603
4046,4.999848
4047,3.119448
4048,7.2103577
4049,4.229224
4050,4.909719
4051,2.0010602
4052,4.2623787
4053,5.9765563
4054,7.9520116
4055,3.9348226
4056,6.7965
4057,7.593957
4058,9.029843
4059,6.6866593
4060,8.119945
4061,6.7303696
4062,2.8862486
4063,7.849378
4064,6.331475
4065,2.0540986
4066,6.2751117
4067,5.5825634
4068,4.6623387
4069,7.6661167
4070,7.4325795
4071,3.078465
4072,7.3782744
4073,8.155895
4074,5.906384
4075,6.5415535
4076,4.0536466
4077,5.5739117
4078,6.7881846
4079,6.447482
4080,2.2938447
4081,5.53103
4082,5.609533
4083,1.9150028
4084,7.022945
4085,5.998239
4086,7.981772
4087,5.306706
4088,6.0194097
4089,4.0852118
4090,5.39989
4091,7.5722423
4092,7.8820176
4093,4.7350616
4094,8.594161
4095,7.153526
4096,7.377406
4097,4.361251
4098,7.6294227
4099,5.00179
4100,1.2915634
4101,7.090406
4102,7.2340317
4103,5.5288734
4104,3.734216
4105,5.544054
4106,7.5190787
4107,5.0390487
4108,5.8750687
4109,6.0012274
4110,5.701237
4111,5.0452766
4112,9.280421
4113,4.545845
4114,6.490625
4115,5.823474
4116,9.342033
4117,6.0953736
4118,1.8682303
4119,6.41813
4120,5.652013
4121,5.1229205
4122,8.012807
4123,5.3817534
4124,8.355337
4125,4.753216
4126,5.3381047
4127,4.337465
4128,3.9909952
4129,4.6708255
4130,3.4758823
4131,6.1793528
4132,7.674686
4133,4.539493
4134,2.7490082
4135,6.035215
4136,5.8553786
4137,4.964587
4138,1.8573147
4139,7.169793
4140,3.8455505
4141,7.817689
4142,3.5770056
4143,7.759266
4144,4.679727
4145,5.7481446
4146,6.02796
4147,4.387476
4148,5.749687
4149,7.1040883
4150,3.3661292
4151,8.438911
4152,2.4998841
4153,7.5992093
4154,7.336057
4155,8.179276
4156,2.887129
4157,6.3384447
4158,4.321809
4159,4.2595534
4160,5.85619
4161,6.714877
4162,4.9387784
4163,5.700679
4164,6.26074
4165,3.0032907
4166,1.3394327
4167,6.3740606
4168,5.2519555
4169,4.937779
4170,3.2894208
4171,2.644511
4172,5.1943183
4173,7.660392
4174,6.411182
4175,7.23412
4176,5.258029
4177,6.7609143
4178,3.503614
4179,7.566448
4180,7.1202946
4181,3.6691391
4182,7.9217863
4183,4.6737947
4184,5.204867
4185,5.3426905
4186,6.7874947
4187,8.365902
4188,7.010382
4189,7.743284
4190,4.082729
4191,7.397392
4192,7.1098957
4193,5.2987275
4194,3.1870058
4195,8.194899
4196,6.954851
4197,2.9168046
4198,3.7357228
4199,9.367106
4200,6.3209696
4201,8.692294
4202,7.284853
4203,5.916787
4204,7.4489727
4205,3.5050747
4206,5.572593
4207,7.4511003
4208,2.8757384
4209,5.573471
4210,5.1438017
4211,4.83488
4212,7.2170253
4213,4.8048472
4214,6.315134
4215,5.767813
4216,6.149617
4217,6.680778
4218,5.2174354
4219,5.390181
4220,5.8356214
4221,6.4224176
4222,5.19393
4223,7.345704
4224,3.8058908
4225,4.7466526
4226,7.20913
4227,3.983229
4228,1.4151748
4229,3.6062686
4230,5.2590046
4231,4.921323
4232,6.1889167
4233,3.3970063
4234,6.8940988
4235,6.1199455
4236,7.481192
4237,6.882479
4238,5.9901514
4239,7.77482
4240,8.214358
4241,7.524841
4242,7.684749
4243,6.349577
4244,6.481882
4245,6.923546
4246,5.69526
4247,7.9961114
4248,3.333465
4249,7.919906
4250,3.4720118
4251,1.8084166
4252,7.4690676
4253,3.902715
4254,5.3348255
4255,4.711216
4256,5.4229255
4257,5.0942044
4258,8.457388
4259,9.229331
4260,6.862205
4261,1.6334627
4262,5.0920815
4263,5.586319
4264,3.3864405
4265,4.691501
4266,7.1150656
4267,4.344397
4268,6.8267612
4269,5.0396194
4270,3.3467596
4271,8.489543
4272,6.9921865
4273,4.3962574
4274,3.8975246
4275,6.146348
4276,6.158442
4277,6.861027
4278,6.8939557
4279,2.8460865
4280,8.264643
4281,8.585717
4282,4.9820633
4283,4.9166985
4284,7.0001097
4285,6.396799
4286,5.204396
4287,4.549034
4288,5.8844333
4289,6.1871715
4290,9.337272
4291,5.988589
4292,8.899563
4293,5.426466
4294,7.521902
4295,4.7341104
4296,5.281622
4297,2.7244093
4298,2.002032
4299,3.7199628
4300,7.4837246
4301,5.525022
4302,8.180433
4303,6.183434
4304,4.285019
4305,7.456337
4306,8.420889
4307,6.840329
4308,6.3771725
4309,4.3931546
4310,8.133484
4311,7.1166825
4312,7.9953327
4313,6.1598463
4314,7.995142
4315,4.4062686
4316,5.887003
4317,6.856807
4318,6.0499997
4319,4.636002
4320,6.1716533
4321,3.7138424
4322,8.170482
4323,6.361914
4324,4.084746
4325,8.38964
4326,4.6059217
4327,6.180003
4328,6.6222754
4329,5.1430707
4330,4.892869
4331,2.5105224
4332,3.533675
4333,4.0549107
4334,6.9719777
4335,5.350807
4336,5.407547
4337,4.7552643
4338,6.9245853
4339,4.083958
4340,6.0950055
4341,3.494007
4342,2.749895
4343,3.4396167
4344,5.3416486
4345,3.5516984
4346,4.1349335
4347,5.7927446
4348,6.746537
4349,6.8957977
4350,8.751184
4351,8.55698
4352,7.4182806
4353,5.4195085
4354,4.639974
4355,6.062296
4356,5.4948826
4357,6.253575
4358,6.0586176
4359,6.2197065
4360,5.9736457
4361,6.702592
4362,8.567331
4363,3.287849
4364,7.479359
4365,8.814771
4366,8.24273
4367,4.0459523
4368,9.825331
4369,3.5520818
4370,4.966943
4371,3.455432
4372,2.972346
4373,8.76383
4374,5.168468
4375,6.713747
4376,3.0550506
4377,6.981279
4378,6.8831806
4379,6.1143584
4380,5.497024
4381,6.469548
4382,5.9837046
4383,5.226319
4384,7.912803
4385,6.8376017
4386,10.11718
4387,5.988083
4388,6.9644494
4389,8.999481
4390,4.215382
4391,5.5124793
4392,9.3756075
4393,5.7062263
4394,9.602994
4395,7.369375
4396,4.8431497
4397,2.557509
4398,9.349809
4399,6.6832976
4400,5.6307435
4401,3.6950097
4402,7.092058
4403,4.598211
4404,9.22151
4405,8.271693
4406,2.2875085
4407,7.8393364
4408,3.4211884
4409,7.2031846
4410,5.084848
4411,2.8609502
4412,4.4537287
4413,1.4431878
4414,5.108909
4415,3.9682074
4416,5.0485253
4417,5.650446
4418,5.0498624
4419,4.2862644
4420,4.368943
4421,7.1767883
4422,6.3559284
4423,7.107855
4424,4.738906
4425,5.5142994
4426,8.415579
4427,4.2112036
4428,5.1770663
4429,6.26325
4430,5.238582
4431,4.316484
4432,3.5209808
4433,8.243432
4434,4.703831
4435,6.536664
4436,5.725513
4437,1.8525139
4438,6.3922243
4439,6.477693
4440,8.378625
4441,9.395355
4442,6.1931953
4443,8.958863
4444,7.087696
4445,4.1406603
4446,4.5666537
4447,5.884755
4448,5.500157
4449,5.2104006
4450,3.9279153
4451,7.2523465
4452,5.462622
4453,6.177315
4454,4.0900893
4455,6.3476253
4456,8.070299
4457,7.0392466
4458,4.6358547
4459,9.265405
4460,7.916476
4461,6.853216
4462,3.6255243
4463,2.3406737
4464,5.780174
4465,4.8289695
4466,8.055205
4467,4.2953773
4468,6.7571855
4469,9.006258
4470,5.6171002
4471,7.8715973
4472,3.640895
4473,1.2550389
4474,4.8865805
4475,5.240481
4476,5.651446
4477,4.0885773
4478,3.9784899
4479,7.073563
4480,4.303998
4481,6.6228523
4482,5.7853227
4483,5.3603563
4484,7.5289683
4485,7.1296396
4486,4.726817
4487,9.712712
4488,5.2902784
4489,6.4187803
4490,5.54077
4491,5.355514
4492,9.412903
4493,5.4633446
4494,8.54427
4495,2.2310536
4496,4.72559
4497,4.6399465
4498,3.292178
4499,3.5998654
4500,5.865935
4501,6.271175
4502,2.1784377
4503,1.9861968
4504,4.6107564
4505,7.38086
4506,3.2543445
4507,8.690411
4508,9.211966
4509,6.133608
4510,4.516069
4511,7.426013
4512,7.2160735
4513,7.222324
4514,8.84302
4515,8.097014
4516,4.402007
4517,6.442098
4518,6.5326033
4519,0.84251636
4520,6.5758624
4521,4.969376
4522,4.9695425
4523,6.83477
4524,4.2610126
4525,6.903746
4526,6.7032733
4527,7.930912
4528,7.153603
4529,6.9066033
4530,7.3364887
4531,5.3640766
4532,2.9553053
4533,9.569892
4534,9.676176
4535,5.592869
4536,7.6093907
4537,8.194945
4538,5.885018
4539,7.1312847
4540,3.1834671
4541,4.4973955
4542,4.2278357
4543,3.815682
4544,6.113897
4545,5.960317
4546,5.407212
4547,5.6566963
4548,3.6250389
4549,8.761286
4550,7.0291767
4551,4.9871025
4552,4.582301
4553,7.812552
4554,4.2818565
4555,9.844157
4556,5.4717374
4557,8.346046
4558,3.2270005
4559,8.032153
4560,6.626536
4561,7.5019584
4562,3.524714
4563,3.7752552
4564,7.8474727
4565,1.9920113
4566,8.4588175
4567,5.395377
4568,4.968764
4569,6.070831
4570,5.38693
4571,3.9492934
4572,6.4743423
4573,7.2750545
4574,6.056377
4575,3.95428
4576,5.9708266
4577,4.6079516
4578,6.541173
4579,7.4671206
4580,8.611797
4581,8.561108
4582,7.757724
4583,8.654124
4584,3.587367
4585,7.3494544
4586,7.75656
4587,7.7034607
4588,8.058729
4589,8.113786
4590,6.4588623
4591,8.114515
4592,7.3414087
4593,6.6384935
4594,6.366411
4595,2.930662
4596,3.9659646
4597,7.1123405
4598,7.6481647
4599,3.6117432
4600,6.788258
4601,6.115179
4602,5.572611
4603,8.388118
4604,5.820567
4605,9.18976
4606,6.541149
4607,8.268083
4608,6.896357
4609,7.2618127
4610,4.1768007
4611,5.379145
4612,3.5066357
4613,4.204306
4614,7.639339
4615,7.0316753
4616,7.3374243
4617,8.137083
4618,5.743582
4619,6.5179935
4620,9.215803
4621,6.9736047
4622,6.311927
4623,4.002818
4624,5.9600983
4625,2.5566435
4626,7.135029
4627,9.226297
4628,4.8667774
4629,4.4170136
4630,6.180081
4631,4.6390266
4632,5.8077874
4633,8.561415
4634,6.6766953
4635,5.2872353
4636,5.8256955
4637,6.294877
4638,7.215595
4639,5.3345513
4640,8.51326
4641,6.367487
4642,5.570101
4643,7.245023
4644,4.943856
4645,8.413863
4646,6.301316
4647,3.5081894
4648,5.8314643
4649,7.705097
4650,5.653967
4651,9.4823265
4652,5.7677255
4653,9.471651
4654,6.7747736
4655,7.884957
4656,7.0457325
4657,5.4526644
4658,3.7697415
4659,8.256458
4660,6.648081
4661,5.677345
4662,1.755493
4663,8.410659
4664,6.395621
4665,4.0179386
4666,7.1568513
4667,4.758113
4668,7.951009
4669,5.261285
4670,4.689679
4671,8.462563
4672,4.541591
4673,8.55044
4674,8.683236
4675,3.5518444
4676,7.860642
4677,3.149683
4678,6.2945647
4679,6.0147014
4680,6.17485
4681,6.9363103
4682,1.7457752
4683,7.7977104
4684,8.620388
4685,5.522481
4686,7.8564997
4687,4.3922896
4688,6.5286665
4689,10.100613
4690,4.137126
4691,7.173797
4692,7.4216843
4693,7.867469
4694,5.1661754
4695,5.4884086
4696,7.809809
4697,4.646364
4698,7.920944
4699,6.9125905
4700,4.0814652
4701,4.706567
4702,7.0984683
4703,5.0828824
4704,4.885652
4705,3.574552
4706,3.1695063
4707,5.2931457
4708,6.2013197
4709,4.5034857
4710,7.41822
4711,4.9220285
4712,6.4367213
4713,4.9310355
4714,5.7411523
4715,3.8730667
4716,5.9970813
4717,4.303912
4718,5.6761155
4719,4.369306
4720,7.57033
4721,1.8414962
4722,4.8990316
4723,7.6292343
4724,5.5143023
4725,4.685796
4726,5.268705
4727,4.1578975
4728,8.366085
4729,2.376619
4730,6.772276
4731,6.0014462
4732,5.5850105
4733,8.848342
4734,7.031268
4735,8.018931
4736,6.6596456
4737,5.6573944
4738,8.996475
4739,8.587219
4740,5.4827776
4741,7.142302
4742,5.757328
4743,5.817562
4744,6.192126
4745,5.5545325
4746,3.9618745
4747,8.878771
4748,4.8837175
4749,4.6681905
4750,7.8829923
4751,6.464145
4752,7.0493875
4753,0.7508651
4754,7.078732
4755,6.7665935
4756,5.6740046
4757,8.018208
4758,8.505242
4759,4.610893
4760,3.6755095
4761,5.615668
4762,6.6107864
4763,6.3520536
4764,5.178319
4765,6.413285
4766,6.715
4767,5.6676636
4768,5.0139947
4769,2.8336701
4770,3.1986947
4771,5.888827
4772,7.0032873
4773,5.597332
4774,4.587666
4775,7.0644484
4776,6.54274
4777,6.795989
4778,6.026859
4779,9.278765
4780,6.0371804
4781,4.407608
4782,7.149374
4783,1.8453197
4784,4.771394
4785,5.1542172
4786,7.6603374
4787,6.276498
4788,8.87796
4789,6.635931
4790,6.4596496
4791,7.5658927
4792,4.9824796
4793,6.3407803
4794,6.082129
4795,6.38814
4796,6.0739603
4797,2.6665614
4798,3.459699
4799,5.9372706
4800,5.2762246
4801,9.555064
4802,7.4193964
4803,4.5387855
4804,6.3967853
4805,6.0236745
4806,6.3649764
4807,4.78444
4808,6.0380383
4809,6.097966
4810,7.210938
4811,2.5606787
4812,3.7347631
4813,7.1809754
4814,2.8414972
4815,6.565577
4816,5.2713
4817,6.428032
4818,5.9865985
4819,4.358322
4820,7.7760754
4821,6.181938
4822,4.374819
4823,6.357118
4824,3.6134903
4825,8.137779
4826,7.314578
4827,4.834092
4828,7.5793805
4829,7.0341306
4830,4.9262547
4831,4.7236314
4832,6.7296343
4833,5.915694
4834,3.4629612
4835,4.694278
4836,8.568174
4837,5.1044254
4838,5.6018076
4839,7.718779
4840,5.6691313
4841,1.9428657
4842,6.569081
4843,7.833082
4844,6.993545
4845,7.6543183
4846,6.932949
4847,5.337323
4848,5.551998
4849,3.229228
4850,1.3673735
4851,7.2804985
4852,5.6754146
4853,4.0946116
4854,7.250848
4855,5.5472813
4856,2.9932737
4857,6.318994
4858,6.340504
4859,6.4344163
4860,8.76371
4861,5.6248064
4862,5.452392
4863,4.428929
4864,6.390976
4865,7.4812636
4866,2.215122
4867,3.4930747
4868,6.010247
4869,5.510672
4870,7.4647694
4871,6.885258
4872,5.5654244
4873,4.4085693
4874,5.3543234
4875,7.0080867
4876,9.125361
4877,5.7045045
4878,5.2580986
4879,5.7393866
4880,6.91789
4881,8.685874
4882,2.7917137
4883,4.8323054
4884,5.824481
4885,7.220431
4886,4.4397645
4887,9.558857
4888,8.753513
4889,3.9479876
4890,3.7544513
4891,5.7493706
4892,5.761543
4893,4.903938
4894,5.7347374
4895,3.877152
4896,5.38212
4897,8.083969
4898,7.561842
4899,7.353318
4900,6.51669
4901,5.1896462
4902,6.139422
4903,5.2379336
4904,5.653421
4905,6.0364704
4906,5.2138534
4907,8.530565
4908,2.1697364
4909,8.175975
4910,8.313416
4911,5.7587028
4912,5.9350157
4913,6.8950067
4914,7.9394236
4915,4.910544
4916,4.025201
4917,5.5621457
4918,4.126521
4919,7.4818883
4920,6.0507035
4921,6.619388
4922,4.987519
4923,6.2697654
4924,8.044742
4925,2.880889
4926,3.0601037
4927,6.017786
4928,5.72242
4929,4.3475246
4930,8.660608
4931,5.1807904
4932,6.564962
4933,8.474637
4934,4.5521445
4935,7.9914894
4936,4.953131
4937,6.861142
4938,2.5461807
4939,2.2036464
4940,6.0152307
4941,5.297726
4942,4.8419204
4943,6.371029
4944,9.156818
4945,6.4092855
4946,5.6277437
4947,7.763151
4948,1.1176678
4949,5.5308437
4950,2.735612
